HIP|RAhms|DEdms|Vmag|RAICRS|DEICRS
 40866|08 20 20.93|+20 44 52.2| 5.80|125.08721890|+20.74783186
 40875|08 20 26.00|+57 44 35.7| 5.89|125.10832165|+57.74324466
 40881|08 20 32.15|+24 01 20.5| 5.92|125.13395549|+24.02235699
 40888|08 20 38.89|-77 29 04.5| 4.34|125.16203304|-77.48457640
 40932|08 21 12.10|-57 58 23.6| 5.96|125.30042487|-57.97323049
 40943|08 21 21.05|-36 29 03.1| 5.18|125.33770565|-36.48419365
 40944|08 21 21.22|-20 04 44.4| 5.58|125.33843502|-20.07901245
 40945|08 21 23.03|-33 03 15.7| 4.83|125.34597645|-33.05437199
 40990|08 21 54.66|-17 35 10.7| 5.71|125.47776027|-17.58630046
 41003|08 22 04.52|-73 24 00.2| 5.28|125.51884143|-73.40005893
 41037|08 22 30.86|-59 30 34.3| 1.86|125.62860299|-59.50953829
 41039|08 22 31.70|-48 29 25.4| 4.79|125.63207774|-48.49039742
 41074|08 22 49.94|-26 20 53.6| 5.88|125.70808174|-26.34823475
 41075|08 22 50.13|+43 11 18.1| 4.25|125.70887544|+43.18837233
 41080|08 22 54.10|-07 32 35.3| 5.92|125.72542177|-07.54313579
 41081|08 22 55.18|-52 07 25.6| 5.89|125.72991589|-52.12377702
 41117|08 23 21.87|+18 19 56.2| 5.94|125.84113148|+18.33228008
 41152|08 23 48.53|+53 13 11.8| 5.52|125.95220483|+53.21995142
 41191|08 24 20.38|-80 54 53.0| 5.67|126.08492509|-80.91471955
 41211|08 24 35.14|-03 45 04.2| 5.61|126.14640836|-03.75117744
 41242|08 24 55.20|-23 09 13.7| 5.67|126.22998546|-23.15381698
 41250|08 24 57.22|-42 46 11.5| 5.97|126.23839828|-42.76985034
 41260|08 25 03.76|-24 02 46.5| 5.32|126.26565742|-24.04626227
 41296|08 25 31.34|-51 43 38.8| 5.18|126.38058013|-51.72745683
 41299|08 25 35.55|+02 06 08.1| 5.74|126.39812618|+02.10224935
 41307|08 25 39.67|-03 54 22.9| 3.91|126.41529546|-03.90636482
 41312|08 25 44.25|-66 08 11.5| 3.77|126.43435936|-66.13652042
 41321|08 25 51.62|-64 36 02.4| 5.95|126.46507032|-64.60065452
 41323|08 25 51.92|-42 09 11.2| 5.45|126.46634614|-42.15310407
 41325|08 25 54.79|+07 33 52.3| 5.13|126.47828013|+07.56452889
 41328|08 25 55.60|-14 55 47.1| 5.96|126.48165253|-14.92975540
 41375|08 26 27.23|-03 59 14.3| 5.60|126.61345247|-03.98729976
 41377|08 26 27.73|+27 53 37.9| 5.58|126.61553314|+27.89386239
 41395|08 26 42.01|-12 32 04.3| 5.52|126.67502883|-12.53453988
 41400|08 26 43.95|+12 39 17.5| 5.56|126.68312445|+12.65486252
 41451|08 27 16.79|-70 05 36.9| 5.51|126.81994813|-70.09359517
 41483|08 27 36.65|-53 05 18.7| 5.08|126.90271156|-53.08853976
 41515|08 27 59.43|-35 06 49.6| 5.75|126.99760675|-35.11378822
 41578|08 28 37.35|+14 12 39.1| 5.94|127.15561552|+14.21085416
 41616|08 29 04.76|-47 55 44.2| 5.33|127.26982565|-47.92893948
 41621|08 29 07.57|-44 09 37.6| 5.82|127.28155350|-44.16043155
 41639|08 29 27.49|-44 43 29.4| 5.03|127.36453332|-44.72482773
 41674|08 29 45.65|-46 19 54.2| 5.98|127.44022551|-46.33172799
 41676|08 29 46.29|+67 17 50.7| 5.89|127.44289151|+67.29741477
 41704|08 30 16.03|+60 43 06.4| 3.35|127.56679232|+60.71843110
 41723|08 30 28.62|-32 09 33.4| 5.61|127.61924898|-32.15928753
 41816|08 31 30.57|+24 04 52.4| 5.71|127.87738017|+24.08121618
 41817|08 31 30.94|-19 34 38.8| 5.42|127.87893332|-19.57743956
 41822|08 31 35.77|+18 05 40.4| 5.33|127.89902880|+18.09455771
 41861|08 32 04.97|-53 12 43.1| 5.68|128.02072039|-53.21196039
 41909|08 32 42.52|+20 26 28.6| 5.33|128.17718645|+20.44127049
 41935|08 32 55.06|+38 01 00.4| 5.88|128.22939892|+38.01678677
 42001|08 33 38.45|-38 50 55.8| 5.92|128.41019515|-38.84883270
 42008|08 33 43.49|+04 45 25.3| 5.89|128.43119460|+04.75701524
 42028|08 34 01.64|-02 09 05.8| 5.80|128.50682149|-02.15160482
 42080|08 34 36.19|+65 08 43.0| 5.47|128.65078050|+65.14527349
